"year","state","district","otherPct","id","INC","winner","open","challenged","demExpenditures","repExpenditures","otherExpenditures","midterm","cookPVI","presParty","presINCsameParty","prevPresR","prevPresD","prevPresINC","yrsINCpartyControl","termsDemControl","termsRepControl","age25to44","age65andover","raceWhite","raceBlackOrAfricanAmerican","raceAmericanIndianAndAlaskaNative","raceAsian","raceNativeHawaiianAndOtherPacificIslander","RaceSomeOtherRace","raceTwoOrMoreRaces","raceHispanicOrLatino","unemploymentRate","deltaUnemploymentRate","medianHouseholdIncome","percentDeltaMedianHouseholdIncome","percentBelowPovertyLevel","INCdwNom","sabato","sabatoNum","weightedPVI","incWin","thirdParty","midtermEffect","ideologyEffect","incExpenditures","nincExpenditures","incExpDiff","dExpDiff","logIncExp","PVIeffect","dPct2","rPct2","dWin","logNincExp","incPct2","sabatoScore","polls","dSwing","prevElectionDem","Prev2ElectionDem","Prev2ElectionDemDiff","OpenInc","midPres","prevElectionDemDiff","prevElectionDemDiffSwing","logDemExp","logRepExp","logDemContDiff","ideologyEffectDem","crossPressure"
"2008","FL","9",0.015618093,"2008FL9","R","R",0,1,1016364.22,1542346.77,36082,"0",6,"R","1",57,43,57,13,0,13,25.9,17.5,88.1,5.1,0.3,2.9,0.1,2.1,1.4,10.8,3.2,-1.9,50518,-0.145077002,6.8,0.402,"R",5,6,"1","1","0",2.412,1542346.77,1016364.22,0.41707302842268,-525982.55,14.2488163394539,6,0.368423354726962,0.631576645273038,"0",13.8317433110312,0.631576645273038,5,10.7,2.8,0.440821113429714,0,-0.5,"R","On-cycle",-0.0591788865702865,0.440821113429714,13.8317433110312,14.2488163394539,-0.41707302842268,2.412,0
"2008","FL","10",2.99e-05,"2008FL10","R","R",0,1,765093.3,969228.63,0,"0",1,"R","1",51,49,51,12,0,12,24.1,21.4,88.6,5.2,0.3,3.2,0.1,1.3,1.4,6.4,2.9,-1.6,43621,-0.190435799,7.6,0.325,"R",5,1,"1","0","0",0.325,969228.63,765093.3,0.236502465876997,-204135.33,13.7842568390627,1,0.393179531956004,0.606820468043996,"0",13.5477543731857,0.606820468043996,5,10.7,2.8,0.34070738780719,0.306719807,-0.193280193,"R","On-cycle",-0.15929261219281,0.0339875808071898,13.5477543731857,13.7842568390627,-0.236502465876997,0.325,0
"2008","FL","11",0,"2008FL11","D","D",0,1,662371.77,57654.73,0,"0",-11,"R","-1",41,58,58,14,14,0,29.4,11.7,62.5,28.2,0.2,2.3,0.1,4.9,1.7,24.4,4.9,-1.9,38982,-0.069724488,15,-0.433,"D",-5,-11,"1","0","0",4.763,662371.77,57654.73,2.44133885947026,604717.04,13.4035837731164,11,0.716558142069271,0.283441857930728,"1",10.9622449136462,0.716558142069271,5,10.7,2.8,0.696592436202106,1,0.5,"D","On-cycle",0.196592436202106,-0.303407563797894,13.4035837731164,10.9622449136462,2.44133885947026,-4.763,0
"2008","FL","12",0,"2008FL12","R","R",0,1,125462.21,2054576.72,0,"0",6,"R","1",58,42,58,15,0,15,27.3,15.7,75.5,14.6,0.3,1.6,0,5.9,2.1,18.2,3.3,-2.3,44786,-0.183003617,9.3,0.414,"R",5,6,"1","0","0",2.484,2054576.72,125462.21,2.79581304857809,-1929114.51,14.5355808957456,6,0.425373573088503,0.574626426911497,"0",11.7397678471675,0.574626426911497,5,10.7,2.8,0,0.351107474,-0.148892526,"R","On-cycle",-0.5,-0.351107474,11.7397678471675,14.5355808957456,-2.79581304857809,2.484,0
"2008","FL","13",0.069693692,"2008FL13","R","R",0,1,2211127.16,4345558.89,59223.71,"0",6,"R","1",56,44,56,13,0,13,23,26.2,88.9,5,0.2,1.4,0.1,3.3,1.1,10.4,2.8,-1.4,48073,-0.168764171,6.6,0.36,"Likely R",3,6,"1","1","0",2.16,4345558.89,2211127.16,0.67565174395655,-2134431.73,15.2846651668381,6,0.403001031111527,0.596998968888473,"0",14.6090134228815,0.596998968888473,3,10.7,2.8,0.4992256,0.446991911,-0.053008089,"R","On-cycle",-0.000774400000000008,0.052233689,14.6090134228815,15.2846651668381,-0.67565174395655,2.16,0
"2008","FL","14",0.157979417,"2008FL14","R","R",0,1,87574.29,1008112.95,20328.83,"0",11,"R","1",62,38,62,8,0,8,24.1,24.9,86.9,6.2,0.3,1.2,0,4.5,1,15,2.7,-1.1,51617,-0.1873995,6.1,0.601,"R",5,11,"1","1","0",6.611,1008112.95,87574.29,2.44333760735166,-920538.66,13.8235917668592,11,0.29413058782119,0.70586941217881,"0",11.3802541595075,0.70586941217881,5,10.7,2.8,0.35629524260581,0.324070926,-0.175929074,"R","On-cycle",-0.14370475739419,0.0322243166058099,11.3802541595075,13.8235917668592,-2.44333760735166,6.611,0
"2008","FL","15",0.049103133,"2008FL15","R","R",1,1,201507.93,1551026.72,38694,"0",6,"R","1",57,43,57,7,0,7,25.5,19.1,82.1,9.1,0.3,2.3,0,4,2.1,16.4,3.6,-1.8,46779,-0.143846598,8.2,0.471,"R",5,6,"1","1","0",2.826,1551026.72,201507.93,2.04083933733465,-1349518.79,14.2544283143394,6,0.441587087549622,0.558412912450378,"0",12.2135889770047,0.558412912450378,5,10.7,2.8,0.437151194,0.346470928,-0.153529072,"Open","On-cycle",-0.062848806,0.090680266,12.2135889770047,14.2544283143394,-2.04083933733465,2.826,0
"2008","FL","16",0,"2008FL16","D","R",0,1,3116459.75,3901214.49,0,"0",5,"R","-1",54,46,46,1,1,0,23.9,23.1,84.8,8,0.5,1.4,0,4.2,1.1,14.3,3.3,-1.7,47944,-0.149507759,7.2,-0.163,"Likely R",3,4,"0","0","0",-0.815,3116459.75,3901214.49,-0.224590185749914,-784754.74,14.9522085408954,-5,0.399067135866593,0.600932864133407,"0",15.1767987266453,0.399067135866593,-3,10.7,2.8,0.509718500364624,0.319582715,-0.180417285,"D","On-cycle",0.00971850036462385,0.190135785364624,14.9522085408954,15.1767987266453,-0.224590185749914,0.815,-1
"2008","FL","17",0,"2008FL17","D","D",0,0,1311333.27,0,10110,"0",-34,"R","-1",17,83,83,14,14,0,27.1,11.1,33.3,58.1,0.3,2,0,4.4,1.9,24.6,6,-2.8,35372,-0.235270836,17.8,-0.363,"D",-5,-34,"1","0","0",12.342,1311333.27,0,14.0865557035485,1311333.27,14.0865557035485,34,1,0,"1",0,1,5,10.7,2.8,1,1,0.5,"D","On-cycle",0.5,0,14.0865557035485,0,14.0865557035485,-12.342,0
"2008","FL","18",0,"2008FL18","R","R",0,1,1177006.26,2838982.04,0,"0",3,"R","1",54,46,54,9,0,9,28.5,18.2,85.3,7.1,0.2,1.2,0.1,4.4,1.7,64.8,2.9,-1.1,40001,-0.121346966,13.6,0.245,"R",5,3,"1","0","0",0.735,2838982.04,1177006.26,0.880470907055091,-1661975.78,14.8589564615028,3,0.421303021947496,0.578696978052504,"0",13.9784855544477,0.578696978052504,5,10.7,2.8,0.37851400922517,0.352731517,-0.147268483,"R","On-cycle",-0.12148599077483,0.02578249222517,13.9784855544477,14.8589564615028,-0.880470907055091,0.735,0
"2008","FL","19",0.066051053,"2008FL19","D","D",0,1,2798339.41,61352.8,0,"0",-15,"R","-1",34,66,66,14,14,0,23.3,26.4,79.5,10.2,0.2,2.6,0,6.1,1.3,17.1,3.2,-2.1,48509,-0.048052939,5.6,-0.392,"D",-5,-16,"1","1","0",5.88,2798339.41,61352.8,3.82012470079754,2736986.61,14.8445370887087,15,0.708360448111062,0.291639551888938,"1",11.0244123879112,0.708360448111062,5,10.7,2.8,1,1,0.5,"D","On-cycle",0.5,0,14.8445370887087,11.0244123879112,3.82012470079754,-5.88,0
"2008","FL","20",0.225237682,"2008FL20","D","D",0,0,1475441.14,3460,8622.52,"0",-13,"R","-1",36,64,64,14,14,0,28.1,15.6,79.9,9.8,0.3,2.8,0.1,4.7,2.4,27.3,3.3,-1,54674,-0.080477009,6.1,-0.432,"D",-5,-14,"1","1","0",5.616,1475441.14,3460,6.05515541513508,1471981.14,14.2044682587704,13,1,0,"1",8.14931284363534,1,5,10.7,2.8,1,0.701869989,0.201869989,"D","On-cycle",0.5,0.298130011,14.2044682587704,8.14931284363534,6.05515541513508,-5.616,0
"2008","FL","21",0,"2008FL21","R","R",0,1,1881111.58,3390483.6,0,"0",5,"R","1",57,43,57,8,0,8,27.9,15.1,81.4,9.2,0.1,2.4,0,5.3,1.6,73.1,3.4,-1.6,46660,-0.118645521,10.5,0.243,"R Toss-up",1,5,"1","0","0",1.215,3390483.6,1881111.58,0.589109461357616,-1509372.02,15.0364834189928,5,0.420992227913689,0.579007772086311,"0",14.4473739576352,0.579007772086311,1,10.7,2.8,0.405338985,0,-0.5,"R","On-cycle",-0.094661015,0.405338985,14.4473739576352,15.0364834189928,-0.589109461357616,1.215,0
"2008","FL","22",1.94e-05,"2008FL22","D","D",0,1,2433330.1,722171.83,0,"0",-1,"R","-1",48,52,52,1,1,0,25,20,86.4,5.4,0.3,2.2,0.1,4.2,1.4,15.3,2.8,-1.3,61432,-0.340946087,5,-0.265,"D",-5,-2,"1","0","0",0.265,2433330.1,722171.83,1.21475193368164,1711158.27,14.7047716996419,1,0.546801662650213,0.453198337349787,"1",13.4900197659602,0.546801662650213,5,10.7,2.8,0.519166376446863,0.359853609686915,-0.140146390313085,"D","On-cycle",0.0191663764468626,0.159312766759948,14.7047716996419,13.4900197659602,1.21475193368164,-0.265,0
"2008","FL","23",0.000190199,"2008FL23","D","D",0,1,696088.83,50975.86,0,"0",-28,"R","-1",24,76,76,14,14,0,29,11,34,55.1,0.3,1.5,0.1,7.2,1.8,17.1,5.9,-2.1,38154,-0.193452849,17.2,-0.564,"D",-5,-28,"1","0","0",15.792,696088.83,50975.86,2.61410691382849,645112.97,13.4532339970802,28,0.821982631523879,0.178017368476121,"1",10.8391270832517,0.821982631523879,5,10.7,2.8,1,1,0.5,"D","On-cycle",0.5,0,13.4532339970802,10.8391270832517,2.61410691382849,-15.792,0
"2008","FL","24",0.016847605,"2008FL24","R","D",0,1,2181336.03,2016009.46,0,"0",4,"R","1",55,45,55,3,0,3,27.6,14.2,83,7.3,0.3,3,0.1,4.3,2,13.9,3.3,-1.2,52584,0,6.2,0.641,"Leans D",-2,4,"0","1","0",2.564,2016009.46,2181336.03,-0.0788174666253258,165326.57,14.516631096652,4,0.581813976158415,0.418186023841585,"1",14.5954485632773,0.418186023841585,-2,10.7,2.8,0.420592723,0,-0.5,"R","On-cycle",-0.079407277,0.420592723,14.5954485632773,14.516631096652,0.0788174666253258,2.564,0
"2008","FL","25",0,"2008FL25","R","R",0,1,1787837.59,2583104.25,0,"0",5,"R","1",56,44,56,3,0,3,29.9,10,77.9,10.4,0.2,1.7,0,7.9,1.7,67,3.7,-1.6,52883,0,9.9,0.277,"D Toss-up",-1,5,"1","0","0",1.385,2583104.25,1787837.59,0.367984861849587,-795266.66,14.764502818441,5,0.469456165310829,0.530543834689171,"0",14.3965179565914,0.530543834689171,-1,10.7,2.8,0.415344501,0,-0.5,"R","On-cycle",-0.084655499,0.415344501,14.3965179565914,14.764502818441,-0.367984861849587,1.385,0
"2008","GA","1",0,"2008GA1","R","R",0,1,136154.04,873389.48,0,"0",16,"R","1",66,34,66,8,0,8,28.3,11,70.4,24.3,0.3,1,0.1,2.3,1.5,4.6,3.6,-2.2,41764,-0.151781439,12.7,0.54,"R",5,16,"1","0","0",8.64,873389.48,136154.04,1.85858850463127,-737235.44,13.6801380200429,16,0.334667554364828,0.665332445635172,"0",11.8215495154116,0.665332445635172,5,10.7,2.8,0.314999026,0,-0.5,"R","On-cycle",-0.185000974,0.314999026,11.8215495154116,13.6801380200429,-1.85858850463127,8.64,0
"2008","GA","2",0,"2008GA2","D","D",0,1,1034544.41,0,0,"0",-1,"R","-1",50,50,50,14,14,0,26,12,48.3,47.7,0.3,0.7,0.1,1.6,1.3,3.1,5.3,-3.6,33643,-0.10019915,19,-0.281,"D",-5,-1,"1","0","0",0.281,1034544.41,0,13.8494726708061,1034544.41,13.8494726708061,1,0.689489350961329,0.310510649038671,"1",0,0.689489350961329,5,10.7,2.8,0.678731369,0.667855253,0.167855253,"D","On-cycle",0.178731369,0.0108761159999999,13.8494726708061,0,13.8494726708061,-0.281,0
"2008","GA","3",8.76e-06,"2008GA3","R","R",0,1,54857.35,920972.79,0,"0",19,"R","1",70,29,70,1,0,1,28.4,10.6,72.9,22.1,0.2,1.6,0,1.7,1.4,3.5,4.6,-3.6,54553,-0.154162008,8.8,0.672,"R",5,19,"1","0","0",12.768,920972.79,54857.35,2.82067716915412,-866115.44,13.7331868566349,19,0.343052802727562,0.656947197272438,"0",10.9125096874808,0.656947197272438,5,10.7,2.8,0.323502715,0.628832346,0.128832346,"R","On-cycle",-0.176497285,-0.305329631,10.9125096874808,13.7331868566349,-2.82067716915412,12.768,0
"2008","GA","4",0.000890099,"2008GA4","D","D",0,0,381105.17,0,0,"0",-24,"R","-1",28,71,71,6,6,0,33.5,7.2,30.6,55.6,0.2,4.9,0.1,7.2,1.3,13.7,6.9,-2.1,47728,0.02866242,11.1,-0.473,"D",-5,-24,"1","0","0",11.352,381105.17,0,12.8508332767073,381105.17,12.8508332767073,24,1,0,"1",0,1,5,10.7,2.8,0.753574718,0.637571365,0.137571365,"D","On-cycle",0.253574718,0.116003353,12.8508332767073,0,12.8508332767073,-11.352,0
"2008","GA","5",0.000457935,"2008GA5","D","D",0,0,1232706.63,0,0,"0",-26,"R","-1",26,74,74,14,14,0,33.1,9.1,40.3,51.2,0.2,2.5,0,4.6,1.1,8.1,6.2,-2.4,45881,-0.188814542,17.2,-0.588,"D",-5,-26,"1","0","0",15.288,1232706.63,0,14.0247236331854,1232706.63,14.0247236331854,26,1,0,"1",0,1,5,10.7,2.8,1,1,0.5,"D","On-cycle",0.5,0,14.0247236331854,0,14.0247236331854,-15.288,0
"2008","GA","6",0,"2008GA6","R","R",0,1,640886.52,1649417.52,0,"0",19,"R","1",70,29,70,15,0,15,30.4,7.8,78.9,8.8,0.2,6,0.1,4.6,1.3,8.7,3.1,-1.2,79184,-0.146026975,3.4,0.644,"R",5,19,"1","0","0",12.236,1649417.52,640886.52,0.945324126957715,-1008531,14.3159333716438,19,0.315173439898719,0.684826560101281,"0",13.3706092446861,0.684826560101281,5,10.7,2.8,0.276122086,0,-0.5,"R","On-cycle",-0.223877914,0.276122086,13.3706092446861,14.3159333716438,-0.945324126957715,12.236,0
"2008","GA","7",0,"2008GA7","R","R",0,1,174165.02,375545.66,0,"0",16,"R","1",70,30,70,7,0,7,31.8,6.8,67.5,18.6,0.3,7.3,0.1,4.8,1.4,10.5,4.3,-1,65284,-0.357392317,6.6,0.559,"R",5,17,"1","0","0",8.944,375545.66,174165.02,0.768373742224483,-201380.64,12.8361380034519,16,0.379715744282442,0.620284255717558,"0",12.0677642612274,0.620284255717558,5,10.7,2.8,0.290868701,0,-0.5,"R","On-cycle",-0.209131299,0.290868701,12.0677642612274,12.8361380034519,-0.768373742224483,8.944,0
"2008","GA","8",0,"2008GA8","D","D",0,1,1753944.92,1192309.39,0,"0",10,"R","-1",61,39,39,1,1,0,27.8,11.9,62.1,33.7,0.2,1,0,1.9,1.1,3.6,4.8,-1.4,41431,-0.19350245,14.2,-0.119,"Leans D",-2,10,"1","0","0",-1.19,1753944.92,1192309.39,0.38597513204979,561635.53,14.3773786190558,-10,0.572436991921714,0.427563008078285,"1",13.991403487006,0.572436991921714,2,10.7,2.8,0.505489823,0.244497868,-0.255502132,"D","On-cycle",0.005489823,0.260991955,14.3773786190558,13.991403487006,0.38597513204979,1.19,-1
"2008","GA","9",0,"2008GA9","R","R",0,1,23708,898878.62,0,"0",28,"R","1",77,23,77,6,0,6,30.3,11.3,88.6,3.3,0.3,1.1,0,5.3,1.3,12.4,3.6,-2.4,47104,-0.122685971,9.6,0.581,"R",5,27,"1","0","0",16.268,898878.62,23708,3.63529439827653,-875170.62,13.7089044001496,28,0.244894629031698,0.755105370968302,"0",10.0736100018731,0.755105370968302,5,10.7,2.8,0.233675748,0.257056069,-0.242943931,"R","On-cycle",-0.266324252,-0.023380321,10.0736100018731,13.7089044001496,-3.63529439827653,16.268,0
"2008","GA","10",0,"2008GA10","R","R",0,1,409783.97,4096304.95,4950,"0",15,"R","1",65,35,65,7,0,7,27.5,12.1,75.3,19.8,0.2,1.9,0,1.6,1.1,4.2,3.8,-1.3,42092,-0.164686876,11.8,0.913,"R",5,15,"1","0","0",13.695,4096304.95,409783.97,2.30220830004937,-3686520.98,15.2255961377362,15,0.392726350876832,0.607273649123168,"0",12.9233878376868,0.607273649123168,5,10.7,2.8,0.326357774,0,-0.5,"R","On-cycle",-0.173642226,0.326357774,12.9233878376868,15.2255961377362,-2.30220830004937,13.695,0
"2008","GA","11",0,"2008GA11","R","R",0,1,0,1242892.07,0,"0",20,"R","1",71,29,71,6,0,6,30.9,9.6,78.8,13.6,0.3,1.8,0,4.1,1.3,7.4,4.2,-2.7,51608,-0.060281352,9.8,0.561,"R",5,20,"1","0","0",11.22,1242892.07,0,14.0329523410483,-1242892.07,14.0329523410483,20,0.318140206213123,0.681859793786877,"0",0,0.681859793786877,5,10.7,2.8,0.289360554,0.426041553,-0.073958447,"R","On-cycle",-0.210639446,-0.136680999,0,14.0329523410483,-14.0329523410483,11.22,0
"2008","GA","12",0,"2008GA12","D","D",0,1,2592653.39,491136.8,0,"0",-1,"R","-1",50,49,49,2,2,0,26.4,11.5,51.9,44.1,0.2,0.9,0.1,1.7,1.1,3.3,4.5,-2.7,35019,0,16.7,-0.119,"Solid D",-4,-1,"1","0","0",0.119,2592653.39,491136.8,1.6637127507356,2101516.59,14.7681927698681,1,0.66000360960154,0.33999639039846,"1",13.1044800191325,0.66000360960154,4,10.7,2.8,0.503032899,0.518114481,0.018114481,"D","On-cycle",0.00303289900000003,-0.015081582,14.7681927698681,13.1044800191325,1.6637127507356,-0.119,0
"2008","GA","13",0,"2008GA13","D","D",0,1,1449011.7,5204677.44,0,"0",-15,"R","-1",40,60,60,14,14,0,33.6,7,35.2,52.7,0.2,3.1,0,7.4,1.4,10.6,6.2,-3.6,49535,0,9.7,-0.305,"D",-5,-14,"1","0","0",4.575,1449011.7,5204677.44,-1.27867549313451,-3755665.74,14.1863929859297,15,0.690449605853024,0.309550394146976,"1",15.4650684790642,0.690449605853024,5,10.7,2.8,0.692383173,1,0.5,"D","On-cycle",0.192383173,-0.307616827,14.1863929859297,15.4650684790642,-1.27867549313451,-4.575,0
"2008","HI","1",0.037985764,"2008HI1","D","D",0,1,1005224.37,0,0,"0",-11,"R","-1",47,53,53,9,9,0,28.6,16.1,19.8,3.1,0.3,53.6,5.9,1.1,16.3,5.6,2.5,-1.9,62012,-0.186592917,5.9,-0.432,"D",-5,-9,"1","1","0",4.752,1005224.37,0,13.8207223230915,1005224.37,13.8207223230915,11,0.801817775305086,0.198182224694914,"1",0,0.801817775305086,5,10.7,2.8,0.693539074,0.649531671268759,0.149531671268759,"D","On-cycle",0.193539074,0.0440074027312407,13.8207223230915,0,13.8207223230915,-4.752,0
"2008","HI","2",0.035523188,"2008HI2","D","D",0,1,970824.48,0,0,"0",-14,"R","-1",44,56,56,14,14,0,27.9,12,32.9,1.7,0.4,26.5,11.1,1.5,26,10.5,3.1,-1.2,63249,-0.222501542,7.6,-0.491,"D",-5,-12,"1","1","0",6.874,970824.48,0,13.7859019988849,970824.48,13.7859019988849,14,0.78862651244451,0.21137348755549,"1",0,0.78862651244451,5,10.7,2.8,0.610368256,0.627702,0.127702,"D","On-cycle",0.110368256,-0.017333744,13.7859019988849,0,13.7859019988849,-6.874,0
"2008","ID","1",0,"2008ID1","R","D",0,1,2849797.25,1240389.65,0,"0",18,"R","1",69,30,69,7,0,7,27.6,12,92.2,0.5,1.1,1.3,0.2,2.5,2.3,8.4,3.8,-2.1,46461,-0.174619573,8.6,0.639,"D Toss-up",-1,18,"0","0","0",11.502,1240389.65,2849797.25,-0.831821831976438,1609407.6,14.030936928289,18,0.50605751111239,0.49394248888761,"1",14.8627587602655,0.49394248888761,-1,10.7,2.8,0.472909026439042,0.30452227,-0.19547773,"R","On-cycle",-0.0270909735609582,0.168386756439042,14.8627587602655,14.030936928289,0.831821831976438,11.502,0
"2008","ID","2",0,"2008ID2","R","R",0,1,16766.48,649434.42,0,"0",17,"R","1",69,30,69,8,0,8,26.2,11.3,91.9,0.7,1.3,1.1,0.1,2.9,2,10.7,3.3,-1.3,43277,-0.149016799,10.4,0.293,"R",5,17,"1","0","0",4.981,649434.42,16766.48,3.65666210462872,-632667.94,13.3838586798182,17,0.289578981892251,0.710421018107749,"0",9.72719657518952,0.710421018107749,5,10.7,2.8,0.357024447757181,0.292630287,-0.207369713,"R","On-cycle",-0.142975552242819,0.0643941607571806,9.72719657518952,13.3838586798182,-3.65666210462872,4.981,0
"2008","IL","1",0,"2008IL1","D","D",0,1,435965.79,422268.49,0,"0",-34,"R","-1",17,83,83,14,14,0,26.1,12.8,28.8,63.9,0.1,1.4,0,4.5,1.2,7.8,8.1,-4.9,41034,-0.155651411,17.4,-0.478,"D",-5,-34,"1","0","0",16.252,435965.79,422268.49,0.0319223586108777,13697.3,12.9853213497053,34,0.858653559177146,0.141346440822854,"1",12.9533989910945,0.858653559177146,5,10.7,2.8,0.840598073,0.848609116,0.348609116,"D","On-cycle",0.340598073,-0.008011043,12.9853213497053,12.9533989910945,0.0319223586108777,-16.252,0
"2008","IL","2",0,"2008IL2","D","D",0,1,1673973.32,0,0,"0",-36,"R","-1",16,84,84,14,14,0,25.8,12.2,22.9,67.7,0.1,0.6,0,7,1.7,12.2,9,-5.7,44914,-0.133633166,14.9,-0.538,"D",-5,-36,"1","0","0",19.368,1673973.32,0,14.3307111894121,1673973.32,14.3307111894121,36,0.894145804617965,0.105854195382035,"1",0,0.894145804617965,5,10.7,2.8,0.877685286736756,1,0.5,"D","On-cycle",0.377685286736756,-0.122314713263244,14.3307111894121,0,14.3307111894121,-19.368,0
"2008","IL","3",0.053527454,"2008IL3","D","D",0,1,1619122.07,0,6960,"0",-11,"R","-1",41,59,59,14,14,0,27.6,12.9,69.4,6.4,0.1,3.5,0,19,1.6,29.6,4.9,-2.1,54140,-0.101680827,8,-0.234,"D",-5,-11,"1","1","0",2.574,1619122.07,0,14.29739524583,1619122.07,14.29739524583,11,0.774193982513671,0.225806017486329,"1",0,0.774193982513671,5,10.7,2.8,0.770977903,0.742772780201152,0.242772780201152,"D","On-cycle",0.270977903,0.0282051227988481,14.29739524583,0,14.29739524583,-2.574,0
"2008","IL","4",0.079172815,"2008IL4","D","D",0,1,856128.25,0,0,"0",-32,"R","-1",21,79,79,10,10,0,35.3,6.1,32.8,5.4,0.3,2.6,0,57.1,1.7,73.8,6,-2.4,40471,-0.12781992,20.4,-0.484,"D",-5,-31,"1","1","0",15.488,856128.25,0,13.6601766367162,856128.25,13.6601766367162,32,0.875351022535452,0.124648977464548,"1",0,0.875351022535452,5,10.7,2.8,0.858402299,0.870852972218623,0.370852972218623,"D","On-cycle",0.358402299,-0.0124506732186227,13.6601766367162,0,13.6601766367162,-15.488,0
"2008","IL","5",0.040204944,"2008IL5","D","D",0,1,2105113.71,0,0,"0",-19,"R","-1",33,67,67,6,6,0,34.7,10.9,69.5,3.2,0.2,7,0.1,18.1,1.9,27.6,4.6,-1.8,57147,-0.133882793,8.2,-0.372,"D",-5,-19,"1","1","0",7.068,2105113.71,0,14.5598805176756,2105113.71,14.5598805176756,19,0.77040192410958,0.22959807589042,"1",0,0.77040192410958,5,10.7,2.8,0.779967114787819,0.761794835,0.261794835,"D","On-cycle",0.279967114787819,0.0181722797878192,14.5598805176756,0,14.5598805176756,-7.068,0
"2008","IL","6",0,"2008IL6","R","R",0,1,844123.8,2708864.76,0,"0",0,"R","1",53,47,53,15,0,15,28.7,11.1,78.9,3.3,0.3,9.8,0.1,6.3,1.4,16.6,3.8,-1.6,69273,-0.133515222,4.2,0.434,"R",5,1,"1","0","0",0,2708864.76,844123.8,1.16598493655333,-1864740.96,14.8120405664987,0,0.424295384040512,0.575704615959488,"0",13.6460556299454,0.575704615959488,5,10.7,2.8,0.486485271168701,0.441708617,-0.058291383,"R","On-cycle",-0.0135147288312987,0.0447766541687013,13.6460556299454,14.8120405664987,-1.16598493655333,0,0
"2008","IL","7",0,"2008IL7","D","D",0,1,413004.45,0,0,"0",-35,"R","-1",17,83,83,14,14,0,31.3,10.6,33.3,55.7,0.1,5,0,4.7,1.2,8.1,6.9,-4.6,48486,-0.202182073,17.1,-0.488,"D",-5,-35,"1","0","0",17.08,413004.45,0,12.931216067982,413004.45,12.931216067982,35,0.850175386627266,0.149824613372734,"1",0,0.850175386627266,5,10.7,2.8,0.867044421289193,0.861324473,0.361324473,"D","On-cycle",0.367044421289193,0.00571994828919298,12.931216067982,0,12.931216067982,-17.08,0
"2008","IL","8",0,"2008IL8","D","D",0,1,2986006.91,1120363.02,0,"0",1,"R","-1",56,44,44,2,2,0,29.8,8.9,81,3.9,0.2,7.4,0,6.1,1.5,15.3,4.3,-1.9,71914,-0.085574436,4.4,-0.155,"Solid D",-4,2,"1","0","0",-0.155,2986006.91,1120363.02,0.980283697785008,1865643.89,14.9094479061066,-1,0.607204128246341,0.392795871753659,"1",13.9291642083216,0.607204128246341,4,10.7,2.8,0.536291828378665,0.516995632,0.016995632,"D","On-cycle",0.0362918283786653,0.0192961963786653,14.9094479061066,13.9291642083216,0.980283697785008,0.155,-1
"2008","IL","9",0.033404328,"2008IL9","D","D",0,1,1253864.82,6686,0,"0",-20,"R","-1",32,68,68,14,14,0,29.4,14.8,67.5,9.9,0.2,13.4,0.1,6.9,1.9,11.7,4.3,-2.3,54669,-0.177157073,7.8,-0.604,"D",-5,-20,"1","1","0",12.08,1253864.82,6686,5.23382137080105,1247178.82,14.041741992855,20,0.772468487439554,0.227531512560446,"1",8.80792062205398,0.772468487439554,5,10.7,2.8,0.745868496248791,0.757429229,0.257429229,"D","On-cycle",0.245868496248791,-0.0115607327512093,14.041741992855,8.80792062205398,5.23382137080105,-12.08,0
"2008","IL","10",0,"2008IL10","R","R",0,1,4213222.43,5449412.09,15000,"0",-6,"R","1",47,53,47,15,0,15,24.6,13,81.5,4.8,0.1,7.1,0.1,5.2,1.3,14.2,3.5,-1.3,81486,-0.152860614,3.5,0.274,"D Toss-up",-1,-5,"1","0","0",-1.644,5449412.09,4213222.43,0.257279897909427,-1236189.66,15.5110184709322,-6,0.474411003302914,0.525588996697086,"0",15.2537385730228,0.525588996697086,-1,10.7,2.8,0.466244986581459,0.358561821,-0.141438179,"R","On-cycle",-0.0337550134185414,0.107683165581459,15.2537385730228,15.5110184709322,-0.257279897909427,-1.644,1
"2008","IL","11",0.071202756,"2008IL11","R","D",1,1,2284038.27,3011405.15,6744.38,"0",1,"R","1",53,46,53,7,0,7,28.4,11.3,85.2,8,0.1,1,0,4,1.6,9.8,4.7,-1.6,56694,-0.149574911,6.8,0.288,"Leans D",-2,1,"0","1","0",0.288,3011405.15,2284038.27,0.276461643978113,-727366.88,14.9179176871085,1,0.628774639300955,0.371225360699045,"1",14.6414560431304,0.371225360699045,-2,10.7,2.8,0.449046019,0.413286547,-0.086713453,"Open","On-cycle",-0.050953981,0.035759472,14.6414560431304,14.9179176871085,-0.276461643978113,0.288,0
"2008","IL","12",0.036578577,"2008IL12","D","D",0,1,830948.87,0,11964,"0",-3,"R","-1",48,52,52,8,8,0,27.1,13.9,79.6,16.8,0.3,1,0.1,0.8,1.4,2.2,5.6,-3.1,41241,-0.122596445,11.7,-0.317,"D",-5,-3,"1","1","0",0.951,830948.87,0,13.6303247471082,830948.87,13.6303247471082,3,0.741075562270036,0.258924437729964,"1",0,0.741075562270036,5,10.7,2.8,1,0.706443354812346,0.206443354812346,"D","On-cycle",0.5,0.293556645187654,13.6303247471082,0,13.6303247471082,-0.951,0
